AddressRowidObject,       ParentId      ,       AddressLastModifiedTimestamp    ,       AddressTypeCode ,       AddressPreferenceTypeCode       ,       AddressLine1,AddressLine2    ,       City    ,       State   ,       PostalCode,       SoftDeleteIndicator     ,       SoftDeleteTimestamp
280,819,2014-08-11T00:51:16Z,MAIL,,9 Prairie Rose Trail,,Arlington,VA,22205,,
281,46,2014-08-21T02:14:54Z,RES,,71 Esker Parkway,,Staten Island,NY,10310,,
282,731,2014-02-01T18:40:27Z,RES,,15 Sugar Point,,Washington,DC,20022,,
283,528,2014-06-06T06:04:33Z,RES,,439 Warrior Crossing,,Lafayette,LA,70593,,
284,417,2014-05-01T12:32:35Z,RES,,20 Waubesa Place,,Minneapolis,MN,55402,,
285,181,2014-04-11T00:45:57Z,RES,,5 Northridge Plaza,,Marietta,GA,30061,,
286,321,2014-12-16T15:19:16Z,MAIL,,7 Nova Place,,West Palm Beach,FL,33416,,
287,72,2014-10-13T14:20:40Z,MAIL,,4356 Southridge Terrace,,Anchorage,AK,99512,,
288,344,2014-03-01T23:34:53Z,MAIL,,154 Dakota Drive,,Evansville,IN,47712,,
289,588,2014-05-03T12:33:44Z,RES,,8 Little Fleur Center,,Indianapolis,IN,46226,,
290,634,2014-02-16T04:35:06Z,MAIL,,669 Holy Cross Court,,Fresno,CA,93726,,
291,577,2014-02-17T08:56:25Z,RES,,500 Jana Way,,Charlotte,NC,28215,,
292,75,2014-06-27T18:02:23Z,RES,,1 Vahlen Terrace,,Houston,TX,77281,,
293,658,2014-10-17T12:17:46Z,RES,,7 High Crossing Point,,Tulsa,OK,74141,,
294,448,2014-05-01T20:02:18Z,RES,,55254 La Follette Parkway,,Chicago,IL,60657,,
295,335,2014-04-09T14:34:08Z,MAIL,,3575 Prairieview Parkway,,Atlanta,GA,30351,,
296,335,2014-06-18T08:58:41Z,RES,,25229 Fremont Lane,,Albany,NY,12237,,
297,948,2014-10-28T21:03:08Z,RES,,009 Dawn Way,,Fresno,CA,93773,,
298,504,2014-10-03T00:57:59Z,RES,,20 Debra Road,,Salem,OR,97306,,
299,32,2014-11-04T07:22:38Z,MAIL,,1 Maple Street,,Memphis,TN,38197,,
300,979,2014-06-13T12:43:07Z,RES,,9159 West Avenue,,Saint Louis,MO,63104,,
301,188,2014-02-11T09:47:33Z,RES,,23568 Holmberg Center,,Chicago,IL,60669,,
302,336,2014-03-18T06:10:22Z,MAIL,,50 Tennessee Plaza,,Oakland,CA,94616,,
303,954,2014-06-10T23:01:00Z,RES,,888 Grover Hill,,El Paso,TX,88574,,
304,924,2014-09-07T01:24:49Z,MAIL,,42939 Sutteridge Junction,,Bradenton,FL,34282,,
305,812,2014-05-06T06:02:42Z,RES,,041 Blaine Court,,Naples,FL,34108,,
306,588,2014-07-30T13:29:08Z,RES,,7295 Clemons Lane,,Oakland,CA,94660,,
307,472,2014-04-02T02:33:13Z,MAIL,,766 Granby Court,,Everett,WA,98206,,
308,209,2015-01-08T02:22:50Z,RES,,81793 Forest Dale Circle,,Kansas City,MO,64190,,
309,895,2014-06-21T14:41:17Z,MAIL,,18494 Scoville Park,,Fort Smith,AR,72916,,
310,496,2014-06-01T19:49:09Z,RES,,84172 Rockefeller Trail,,San Antonio,TX,78260,,
311,856,2014-02-04T10:56:26Z,MAIL,,8415 Old Gate Plaza,,Washington,DC,20575,,
312,23,2014-11-18T22:05:20Z,RES,,3613 Tennyson Park,,Memphis,TN,38168,,
313,238,2014-05-22T20:55:59Z,RES,,68 Susan Circle,,Colorado Springs,CO,80935,,
314,584,2015-01-12T15:56:06Z,MAIL,,0514 Fremont Way,,Spartanburg,SC,29319,,
315,780,2014-12-15T16:26:10Z,MAIL,,2076 Northport Point,,Seattle,WA,98121,,
316,729,2014-01-30T03:56:32Z,RES,,66673 Lakewood Avenue,,Stamford,CT,06922,,
317,406,2014-02-14T11:45:10Z,MAIL,,06 Valley Edge Plaza,,Richmond,VA,23203,,
318,641,2014-01-20T03:26:27Z,MAIL,,04 Bowman Point,,Norwalk,CT,06854,,
319,250,2014-10-13T22:12:54Z,MAIL,,30066 Waxwing Avenue,,Detroit,MI,48206,,
320,734,2014-02-15T04:10:40Z,RES,,769 Beilfuss Plaza,,Murfreesboro,TN,37131,,
321,394,2014-07-26T16:45:48Z,RES,,934 Jana Street,,Manassas,VA,22111,,
322,123,2014-04-11T13:03:09Z,RES,,8257 Mcguire Park,,Shreveport,LA,71166,,
323,525,2014-07-01T20:30:01Z,MAIL,,390 Schlimgen Road,,Houston,TX,77201,,
324,563,2014-04-07T16:33:17Z,RES,,57 Kenwood Plaza,,Hartford,CT,06140,,
325,412,2014-01-27T13:21:55Z,RES,,9474 Golden Leaf Hill,,Washington,DC,20057,,
326,28,2014-08-17T10:46:30Z,RES,,53 Monument Park,,New York City,NY,10160,,
327,467,2014-08-03T14:39:49Z,RES,,371 Pennsylvania Avenue,,Lima,OH,45807,,
328,788,2014-03-03T09:31:34Z,MAIL,,2676 Heffernan Plaza,,Tulsa,OK,74108,,
329,96,2014-01-14T17:04:59Z,MAIL,,426 Westerfield Circle,,Baltimore,MD,21290,,
330,180,2014-03-04T22:54:12Z,RES,,9786 Killdeer Avenue,,Las Vegas,NV,89178,,
331,729,2014-11-08T02:33:36Z,RES,,705 Hauk Alley,,Sacramento,CA,95838,,
332,940,2014-06-18T00:59:05Z,MAIL,,63 Artisan Plaza,,Fredericksburg,VA,22405,,
333,552,2014-09-19T14:00:20Z,MAIL,,6173 Loftsgordon Way,,Colorado Springs,CO,80925,,
334,692,2014-03-05T00:30:47Z,RES,,98502 West Park,,Scranton,PA,18514,,
335,502,2014-03-04T02:46:01Z,MAIL,,75907 Hollow Ridge Way,,Garland,TX,75044,,
336,601,2014-07-19T02:00:56Z,RES,,092 Center Road,,Midland,TX,79705,,
337,237,2014-01-17T18:13:34Z,RES,,011 Mitchell Way,,New York City,NY,10150,,
338,213,2014-10-17T09:40:04Z,RES,,917 Hagan Pass,,Monticello,MN,55565,,
339,65,2014-07-24T00:34:59Z,RES,,20 Evergreen Road,,San Diego,CA,92170,,
340,446,2014-03-02T14:52:40Z,MAIL,,8509 Eagan Pass,,Temple,TX,76505,,
341,973,2014-05-21T16:59:18Z,MAIL,,610 Hagan Center,,Young America,MN,55564,,
342,861,2014-04-03T16:24:18Z,MAIL,,9 Weeping Birch Drive,,Melbourne,FL,32941,,
343,612,2014-10-06T21:00:41Z,MAIL,,3666 Maryland Avenue,,Philadelphia,PA,19146,,
344,184,2014-07-11T06:48:30Z,MAIL,,3994 Clemons Point,,Tucson,AZ,85715,,
345,566,2014-06-20T20:35:20Z,MAIL,,181 Crowley Pass,,Texarkana,TX,75507,,
346,759,2014-03-26T11:03:37Z,RES,,29076 Canary Trail,,Columbia,SC,29225,,
347,156,2014-04-29T08:48:08Z,RES,,3729 Parkside Circle,,Philadelphia,PA,19104,,
348,729,2014-05-12T06:40:36Z,MAIL,,41327 Fisk Plaza,,Topeka,KS,66667,,
349,419,2014-09-15T07:25:23Z,MAIL,,18 Cascade Lane,,San Francisco,CA,94159,,
350,174,2014-05-16T18:22:19Z,RES,,56579 Boyd Court,,Littleton,CO,80161,,
351,20,2014-09-14T19:12:54Z,RES,,8080 Mayfield Terrace,,Houston,TX,77223,,
352,232,2014-12-31T11:11:54Z,MAIL,,6540 Morning Street,,Myrtle Beach,SC,29579,,
353,686,2014-09-07T04:11:36Z,RES,,052 Pawling Place,,Detroit,MI,48224,,
354,202,2014-09-08T09:11:59Z,RES,,2 Talmadge Center,,Austin,TX,78744,,
355,498,2014-05-20T23:46:56Z,MAIL,,44 Hudson Alley,,New Bedford,MA,02745,,
356,290,2014-08-03T18:39:14Z,MAIL,,45923 South Crossing,,Albuquerque,NM,87105,,
357,381,2015-01-13T08:12:02Z,RES,,4289 Alpine Road,,Pittsburgh,PA,15220,,
358,366,2014-04-24T05:45:10Z,MAIL,,15718 Summerview Place,,San Diego,CA,92186,,
359,452,2014-04-05T10:06:23Z,MAIL,,771 Welch Park,,Topeka,KS,66606,,
360,133,2014-04-21T10:12:08Z,MAIL,,00 Shelley Trail,,Charlotte,NC,28242,,
361,557,2014-07-01T12:30:11Z,MAIL,,2835 Sycamore Crossing,,Atlanta,GA,30311,,
362,407,2014-12-22T19:14:46Z,RES,,812 Northridge Crossing,,Buffalo,NY,14220,,
363,793,2014-04-02T06:03:31Z,MAIL,,007 Ryan Drive,,Winston Salem,NC,27157,,
364,439,2014-04-14T02:53:11Z,RES,,09 Hoard Lane,,Naples,FL,34114,,
365,255,2014-03-06T10:28:18Z,MAIL,,5048 Killdeer Pass,,Salt Lake City,UT,84145,,
366,756,2014-08-30T15:04:27Z,MAIL,,728 Shasta Court,,Washington,DC,20051,,
367,674,2014-05-11T13:15:10Z,RES,,246 Fordem Crossing,,Petaluma,CA,94975,,
368,911,2014-11-03T09:42:20Z,RES,,67882 Lakewood Gardens Avenue,,El Paso,TX,88584,,
369,35,2014-08-13T17:24:40Z,RES,,5 Mandrake Circle,,Ocala,FL,34479,,
370,94,2014-12-16T05:32:39Z,MAIL,,8 Sullivan Crossing,,Indianapolis,IN,46295,,
371,234,2014-04-10T10:46:29Z,MAIL,,51 Chinook Pass,,Houston,TX,77065,,
372,921,2014-05-17T05:18:42Z,RES,,833 Moose Terrace,,Waltham,MA,02453,,
373,861,2015-01-12T08:31:31Z,MAIL,,61 Oxford Crossing,,Cleveland,OH,44111,,
374,522,2014-03-22T09:12:07Z,MAIL,,4 Farmco Circle,,Reading,PA,19610,,
375,219,2014-11-13T04:32:32Z,MAIL,,2 Morning Trail,,Tulsa,OK,74108,,
376,883,2014-01-17T10:39:34Z,MAIL,,2 Riverside Court,,White Plains,NY,10633,,
377,19,2014-05-12T21:34:22Z,MAIL,,96 Marquette Junction,,San Antonio,TX,78235,,
378,191,2014-04-30T02:39:39Z,MAIL,,22 Maple Crossing,,Muskegon,MI,49444,,
379,365,2014-10-23T14:31:32Z,RES,,30 Beilfuss Road,,Salt Lake City,UT,84130,,
380,204,2014-03-03T14:42:17Z,RES,,39215 Maple Wood Alley,,Raleigh,NC,27615,,
381,691,2014-12-04T16:37:05Z,MAIL,,3261 Oakridge Hill,,Cincinnati,OH,45233,,
382,464,2014-01-31T20:49:30Z,MAIL,,9 Dexter Street,,Kansas City,MO,64142,,
383,526,2014-03-12T20:47:41Z,RES,,12 Northwestern Lane,,Lincoln,NE,68505,,
384,598,2014-09-17T22:56:04Z,RES,,931 Shasta Alley,,Columbus,GA,31904,,
385,977,2015-01-05T17:04:55Z,MAIL,,20 Banding Circle,,Sacramento,CA,94273,,
386,897,2014-04-09T04:05:37Z,MAIL,,65 Cascade Circle,,Lexington,KY,40515,,
387,707,2014-12-22T15:06:04Z,MAIL,,59 West Crossing,,Lakeland,FL,33811,,
388,34,2015-01-02T17:54:38Z,MAIL,,3 7th Drive,,Dayton,OH,45426,,
389,761,2014-10-16T10:09:43Z,MAIL,,009 Kim Crossing,,Charlottesville,VA,22903,,
390,876,2014-07-19T23:08:35Z,MAIL,,3585 Nelson Terrace,,El Paso,TX,88541,,
391,317,2014-08-14T17:17:48Z,RES,,9 Jana Terrace,,Newark,NJ,07112,,
392,246,2014-04-11T17:03:45Z,MAIL,,4363 Becker Center,,Ogden,UT,84409,,
393,631,2014-05-04T22:49:47Z,RES,,4226 Granby Center,,Cincinnati,OH,45223,,
394,13,2014-10-15T20:30:15Z,MAIL,,8 Clemons Trail,,Clearwater,FL,34615,,
395,892,2014-11-15T17:35:19Z,RES,,221 Helena Avenue,,Madison,WI,53716,,
396,888,2014-05-09T02:04:28Z,RES,,3778 Eggendart Trail,,Columbus,OH,43220,,
397,755,2014-06-12T10:53:34Z,RES,,46337 Bartillon Court,,Oceanside,CA,92056,,
398,23,2014-06-03T14:49:53Z,MAIL,,0 Pierstorff Center,,Indianapolis,IN,46295,,
399,190,2014-12-16T01:14:52Z,MAIL,,9 Corscot Parkway,,Denver,CO,80217,,
400,88,2014-11-29T22:29:43Z,RES,,09975 Northland Crossing,,Newport Beach,CA,92662,,
401,529,2014-08-28T18:59:47Z,RES,,274 Derek Hill,,Rockville,MD,20851,,
402,613,2014-05-12T02:14:36Z,MAIL,,6 Dennis Trail,,Syracuse,NY,13210,,
403,22,2014-08-26T00:58:12Z,RES,,58407 Ridgeview Circle,,Wilmington,DE,19810,,
404,351,2014-09-03T05:59:42Z,RES,,9663 Rigney Pass,,High Point,NC,27264,,
405,951,2014-12-10T13:58:51Z,MAIL,,97 Steensland Alley,,Hartford,CT,06145,,
406,103,2014-12-21T07:01:56Z,RES,,0042 Londonderry Trail,,Southfield,MI,48076,,
407,893,2014-04-10T16:23:10Z,RES,,2788 Susan Avenue,,Moreno Valley,CA,92555,,
408,682,2014-07-13T14:48:25Z,MAIL,,1913 Rutledge Plaza,,New York City,NY,10024,,
409,498,2014-11-08T17:12:58Z,MAIL,,16444 Anderson Lane,,Spokane,WA,99215,,
410,367,2014-05-17T00:56:25Z,MAIL,,31614 Carberry Parkway,,Sacramento,CA,94291,,
411,219,2014-01-27T07:01:44Z,RES,,73 Thierer Parkway,,Elizabeth,NJ,07208,,
412,184,2014-04-20T00:12:29Z,RES,,79779 Anthes Court,,Sacramento,CA,95813,,
413,9,2014-10-27T05:49:48Z,MAIL,,2554 Mendota Trail,,Charleston,SC,29416,,
414,425,2014-05-21T00:38:18Z,MAIL,,80 Dexter Point,,Columbia,SC,29240,,
415,539,2014-07-11T13:14:54Z,RES,,9 Schiller Street,,Milwaukee,WI,53285,,
416,585,2014-11-21T22:01:33Z,MAIL,,0 Anzinger Hill,,New York City,NY,10024,,
417,351,2014-08-17T20:58:33Z,RES,,8824 Crownhardt Way,,Pompano Beach,FL,33064,,
418,308,2014-06-24T09:07:58Z,RES,,6756 Erie Plaza,,Kansas City,MO,64153,,
419,987,2014-12-31T15:09:45Z,MAIL,,92228 Golf Circle,,Philadelphia,PA,19109,,
420,985,2014-08-07T12:29:27Z,MAIL,,1970 Swallow Trail,,Tulsa,OK,74133,,
421,554,2014-08-13T12:46:36Z,MAIL,,59975 Southridge Pass,,Raleigh,NC,27605,,
422,671,2014-02-19T05:06:56Z,RES,,04 Dryden Alley,,San Diego,CA,92121,,
423,14,2014-10-26T23:48:23Z,MAIL,,24605 Buhler Avenue,,Saint Paul,MN,55146,,
424,580,2014-12-15T03:43:12Z,RES,,40 Forest Terrace,,Ocala,FL,34479,,
425,398,2015-01-03T19:42:13Z,MAIL,,31 Coolidge Plaza,,Lynchburg,VA,24503,,
426,980,2014-08-25T14:01:46Z,MAIL,,229 Little Fleur Avenue,,Baltimore,MD,21203,,
427,377,2014-06-15T05:39:41Z,RES,,16743 Declaration Way,,Fresno,CA,93786,,
428,715,2014-09-13T11:21:40Z,MAIL,,95 Ryan Point,,Cincinnati,OH,45249,,
429,171,2014-04-29T16:17:19Z,RES,,0 Surrey Circle,,Kansas City,MO,64101,,
430,576,2014-04-14T22:22:19Z,MAIL,,0918 Rieder Point,,Fort Worth,TX,76198,,
431,897,2014-03-08T05:42:35Z,RES,,3 Jackson Junction,,Providence,RI,02905,,
432,897,2014-09-12T23:17:51Z,RES,,79 Pennsylvania Drive,,Wichita,KS,67205,,
433,41,2014-05-12T02:15:20Z,RES,,058 Esch Circle,,Cleveland,OH,44197,,
434,345,2014-08-24T14:26:26Z,MAIL,,3989 Dapin Lane,,Fort Worth,TX,76198,,
435,670,2014-04-10T22:38:25Z,MAIL,,76402 Glendale Parkway,,Jackson,MS,39282,,
436,683,2014-10-24T17:24:17Z,MAIL,,116 Park Meadow Terrace,,Athens,GA,30610,,
437,390,2014-06-20T08:48:38Z,RES,,71158 Oak Valley Terrace,,Sarasota,FL,34238,,
438,441,2014-05-16T18:28:25Z,RES,,924 Linden Hill,,Lubbock,TX,79491,,
439,721,2014-07-20T19:05:04Z,MAIL,,995 Kedzie Road,,Montgomery,AL,36109,,
440,880,2014-05-26T20:16:06Z,RES,,1563 Onsgard Center,,Erie,PA,16505,,
441,12,2014-12-03T05:20:20Z,RES,,27 Basil Crossing,,Indianapolis,IN,46239,,
442,97,2014-07-24T17:01:41Z,RES,,30 Jay Street,,Portland,OR,97211,,
443,824,2014-06-09T17:51:46Z,RES,,33829 Daystar Avenue,,Honolulu,HI,96835,,
444,199,2014-11-18T04:59:36Z,RES,,182 Londonderry Lane,,Seattle,WA,98115,,
445,995,2014-09-02T06:10:15Z,MAIL,,325 Dayton Crossing,,Alexandria,VA,22309,,
446,646,2014-06-02T13:17:23Z,RES,,9 American Ash Avenue,,Washington,DC,20029,,
447,411,2014-04-28T14:56:17Z,RES,,42 Crowley Drive,,San Diego,CA,92121,,
448,81,2014-12-23T13:36:09Z,RES,,020 Birchwood Drive,,San Diego,CA,92105,,
449,948,2014-11-15T23:33:05Z,MAIL,,22812 Cherokee Parkway,,Homestead,FL,33034,,
450,445,2014-12-12T15:07:45Z,RES,,23662 Hooker Avenue,,Whittier,CA,90610,,
451,789,2014-09-28T04:25:08Z,RES,,2992 Meadow Vale Parkway,,Kansas City,MO,64149,,
452,627,2014-11-18T18:30:30Z,RES,,6636 Fieldstone Way,,Iowa City,IA,52245,,
453,177,2014-08-01T12:36:50Z,RES,,65 Mitchell Street,,El Paso,TX,79923,,
454,287,2014-06-06T01:06:12Z,RES,,47015 Lake View Street,,Carol Stream,IL,60158,,
455,985,2014-07-24T16:27:46Z,MAIL,,0639 Rockefeller Center,,Trenton,NJ,08650,,
456,730,2014-02-03T23:55:35Z,RES,,111 Elgar Crossing,,Jacksonville,FL,32209,,
457,357,2014-06-13T20:12:04Z,RES,,80763 Oriole Point,,Anderson,SC,29625,,
458,51,2014-04-26T14:35:15Z,RES,,6221 Rowland Road,,Louisville,KY,40233,,
459,623,2014-11-07T03:34:55Z,RES,,97468 Charing Cross Lane,,Buffalo,NY,14263,,
460,781,2014-07-18T19:24:55Z,MAIL,,7838 Hoffman Park,,Colorado Springs,CO,80925,,
461,764,2014-08-07T00:27:48Z,MAIL,,65154 Steensland Park,,Scranton,PA,18514,,
462,769,2014-05-30T17:47:52Z,MAIL,,6910 Towne Trail,,San Diego,CA,92165,,
463,445,2014-06-20T10:33:28Z,RES,,35 La Follette Pass,,Wichita,KS,67215,,
464,591,2014-09-16T22:36:53Z,MAIL,,312 Mallard Circle,,Lawrenceville,GA,30045,,
465,458,2014-12-20T02:26:16Z,MAIL,,4 Nova Point,,Kansas City,MO,64142,,
466,624,2014-04-17T07:20:37Z,MAIL,,820 Summit Center,,Denver,CO,80209,,
467,265,2014-06-11T09:05:44Z,RES,,6500 Sutherland Center,,Fullerton,CA,92835,,
468,607,2014-06-13T19:59:47Z,RES,,75 John Wall Center,,Fresno,CA,93721,,
469,528,2014-10-03T13:19:59Z,RES,,192 Dwight Trail,,Los Angeles,CA,90065,,
470,92,2014-05-15T11:59:17Z,RES,,23 Johnson Way,,New Haven,CT,06533,,
471,201,2014-10-24T22:55:23Z,MAIL,,13646 Lerdahl Center,,Naples,FL,34114,,
472,423,2014-12-22T03:36:49Z,MAIL,,5 Donald Court,,Chicago,IL,60657,,
473,548,2014-05-11T17:18:02Z,RES,,92425 Warbler Drive,,Saint Paul,MN,55115,,
474,783,2014-04-11T15:15:36Z,RES,,6210 Grasskamp Street,,Wichita,KS,67205,,
475,37,2014-08-02T23:42:25Z,RES,,0373 Farragut Terrace,,Cleveland,OH,44177,,
476,284,2014-01-23T07:07:55Z,MAIL,,60543 Grim Point,,Huntington Beach,CA,92648,,
477,339,2014-07-20T22:33:07Z,RES,,76186 Trailsway Place,,Sacramento,CA,95894,,
478,198,2014-01-24T23:48:19Z,MAIL,,09 Mesta Street,,San Jose,CA,95138,,
479,590,2014-04-07T16:43:17Z,RES,,1 North Terrace,,South Bend,IN,46699,,
480,756,2014-11-12T01:47:57Z,MAIL,,95599 Stang Lane,,Burbank,CA,91520,,
481,718,2014-12-29T20:34:42Z,MAIL,,762 Amoth Crossing,,Boston,MA,02163,,
482,446,2014-11-08T11:51:21Z,RES,,5 Mallory Drive,,Morgantown,WV,26505,,
483,948,2014-07-14T16:46:52Z,RES,,37 Stephen Drive,,Austin,TX,78759,,
484,25,2014-06-21T08:49:53Z,MAIL,,2343 West Crossing,,Santa Cruz,CA,95064,,
485,18,2014-07-31T17:53:04Z,MAIL,,422 Fair Oaks Place,,El Paso,TX,88535,,
486,691,2014-07-07T02:02:59Z,RES,,39 Oakridge Terrace,,Saint Paul,MN,55127,,
487,50,2014-03-24T09:28:07Z,RES,,8 Kipling Trail,,Sarasota,FL,34233,,
488,949,2014-10-09T07:03:48Z,MAIL,,17 New Castle Road,,Pittsburgh,PA,15261,,
489,551,2014-10-06T18:05:56Z,MAIL,,3 Westport Way,,Chattanooga,TN,37416,,
490,181,2014-04-06T11:01:49Z,RES,,83180 Gulseth Park,,Anniston,AL,36205,,
491,14,2014-01-26T14:54:31Z,RES,,9 Transport Place,,Norfolk,VA,23509,,
492,917,2014-12-31T00:14:40Z,RES,,59 Daystar Circle,,Sioux City,IA,51110,,
493,579,2014-04-12T22:08:51Z,MAIL,,682 Scott Terrace,,Fresno,CA,93721,,
494,495,2014-12-25T00:40:57Z,RES,,50 Barnett Lane,,Midland,TX,79705,,
495,567,2014-05-03T22:33:16Z,RES,,0197 Birchwood Junction,,York,PA,17405,,
496,951,2014-04-10T09:54:26Z,RES,,301 Lake View Parkway,,El Paso,TX,79994,,
497,416,2014-10-27T00:30:03Z,RES,,11 Bluejay Court,,Jackson,TN,38308,,
498,597,2014-11-20T19:47:14Z,RES,,1 Sachtjen Point,,Denver,CO,80235,,
499,981,2014-04-02T00:18:17Z,RES,,106 1st Lane,,Ventura,CA,93005,,
500,871,2014-04-05T20:23:44Z,MAIL,,471 Union Point,,Saint Paul,MN,55114,,
501,573,2014-05-02T20:55:28Z,MAIL,,6964 Dawn Court,,Ocala,FL,34479,,
502,132,2014-12-23T00:25:04Z,RES,,7141 Florence Park,,Greensboro,NC,27425,,
503,849,2014-09-06T05:21:19Z,MAIL,,9 5th Crossing,,Garden Grove,CA,92645,,
504,138,2014-09-01T12:02:34Z,RES,,16 Warrior Way,,New Orleans,LA,70149,,
505,735,2014-06-07T06:30:54Z,RES,,6 Buhler Circle,,El Paso,TX,79999,,
506,460,2014-11-10T00:47:28Z,RES,,24907 Hazelcrest Circle,,San Rafael,CA,94913,,
507,535,2014-05-23T16:18:15Z,RES,,76156 Fallview Trail,,Fayetteville,NC,28314,,
508,399,2014-07-21T08:35:38Z,RES,,27 Elmside Alley,,Kansas City,MO,64190,,
509,63,2014-08-16T20:48:10Z,MAIL,,9051 Lerdahl Circle,,Salt Lake City,UT,84125,,
510,768,2014-01-21T20:27:24Z,RES,,1 Anderson Place,,Mobile,AL,36622,,
511,882,2014-11-02T14:35:25Z,RES,,68 Beilfuss Crossing,,Roanoke,VA,24014,,
512,199,2014-04-17T10:15:34Z,MAIL,,3 Sycamore Trail,,Houston,TX,77090,,
513,929,2014-03-11T00:25:42Z,MAIL,,1546 Village Crossing,,Corpus Christi,TX,78405,,
514,532,2014-12-18T16:06:30Z,MAIL,,34 Kingsford Lane,,Newton,MA,02162,,
515,176,2014-09-14T12:20:12Z,MAIL,,982 Raven Pass,,Columbus,OH,43215,,
516,75,2014-05-03T22:29:53Z,MAIL,,626 Duke Parkway,,Birmingham,AL,35215,,
517,804,2014-06-13T17:45:16Z,MAIL,,571 Pearson Circle,,South Bend,IN,46634,,
518,827,2014-10-15T22:00:26Z,MAIL,,209 Hoard Way,,Amarillo,TX,79171,,
519,87,2014-12-01T22:30:05Z,MAIL,,2 Forest Run Junction,,South Bend,IN,46620,,
520,938,2014-08-26T02:45:32Z,RES,,0317 Paget Way,,Jamaica,NY,11407,,
521,315,2014-03-20T11:08:42Z,RES,,8 Morningstar Alley,,Anchorage,AK,99512,,
522,148,2014-09-16T00:21:40Z,MAIL,,8 Surrey Drive,,Des Moines,IA,50347,,
523,202,2014-03-10T20:38:33Z,MAIL,,11 Roth Drive,,Orlando,FL,32803,,
524,209,2014-04-19T06:58:27Z,MAIL,,7468 Linden Crossing,,San Antonio,TX,78205,,
525,688,2014-08-09T14:54:42Z,RES,,687 2nd Alley,,Cleveland,OH,44130,,
526,104,2014-10-14T03:39:12Z,MAIL,,63 7th Junction,,Spokane,WA,99210,,
527,212,2014-06-28T00:37:39Z,RES,,64912 Carpenter Hill,,Philadelphia,PA,19120,,
528,16,2014-10-28T22:44:43Z,MAIL,,16 Orin Circle,,Washington,DC,20525,,
529,790,2014-09-30T18:28:08Z,MAIL,,600 David Terrace,,Las Vegas,NV,89160,,
530,878,2014-07-20T04:57:06Z,MAIL,,5226 Golf View Circle,,Tampa,FL,33610,,
531,473,2014-08-31T04:52:09Z,MAIL,,56 Laurel Park,,Newark,NJ,07112,,
532,754,2014-11-24T20:51:37Z,MAIL,,004 Trailsway Parkway,,Stockton,CA,95210,,
533,112,2014-02-17T15:29:16Z,MAIL,,10970 Eastlawn Terrace,,Houston,TX,77293,,
534,901,2014-01-20T11:24:12Z,RES,,0791 Oak Valley Avenue,,Charlotte,NC,28247,,
535,488,2015-01-03T13:28:39Z,MAIL,,78 Claremont Alley,,Johnson City,TN,37605,,
536,695,2014-05-21T08:45:04Z,RES,,3896 Warrior Place,,Shawnee Mission,KS,66220,,
537,163,2014-11-10T14:00:40Z,RES,,30 Village Road,,Duluth,MN,55805,,
538,474,2014-02-02T09:57:21Z,MAIL,,7 Dahle Plaza,,Jacksonville,FL,32236,,
539,423,2014-02-05T14:31:01Z,MAIL,,84 Linden Terrace,,Columbia,SC,29225,,
540,444,2014-12-24T18:43:29Z,RES,,9 Bartillon Lane,,San Antonio,TX,78245,,
541,878,2014-11-01T13:59:16Z,MAIL,,744 Sheridan Street,,Chicago,IL,60691,,
542,187,2014-06-30T01:01:32Z,RES,,362 Bay Center,,Nashville,TN,37210,,
543,414,2014-01-29T18:05:29Z,MAIL,,103 Sugar Road,,Dallas,TX,75358,,
544,102,2014-01-21T01:32:38Z,RES,,3 Westport Street,,Dallas,TX,75251,,
545,601,2014-10-04T19:56:27Z,MAIL,,2 Dahle Terrace,,Corona,CA,92883,,
546,726,2014-04-25T18:46:32Z,MAIL,,73008 Kingsford Terrace,,Cincinnati,OH,45999,,
547,389,2014-08-19T22:34:39Z,RES,,279 Delladonna Terrace,,Utica,NY,13505,,
548,591,2014-11-22T00:12:11Z,MAIL,,48 2nd Lane,,Memphis,TN,38161,,
549,376,2014-07-25T12:57:25Z,MAIL,,24285 Northview Drive,,New York City,NY,10170,,
550,393,2014-10-19T18:30:40Z,MAIL,,05567 American Ash Hill,,Saint Paul,MN,55123,,
551,585,2014-02-11T00:18:00Z,MAIL,,94 Blue Bill Park Crossing,,Fresno,CA,93778,,
552,613,2014-05-11T20:05:13Z,MAIL,,957 Washington Street,,Norcross,GA,30092,,
553,445,2014-10-27T23:13:42Z,MAIL,,10465 Eggendart Alley,,New York City,NY,10120,,
554,441,2014-05-23T02:12:52Z,MAIL,,52 Shopko Way,,Buffalo,NY,14215,,
555,693,2014-05-01T01:14:44Z,RES,,12851 Menomonie Drive,,Spartanburg,SC,29305,,
556,311,2014-11-10T08:16:36Z,RES,,83 Superior Way,,Akron,OH,44315,,
557,602,2014-04-24T06:44:30Z,MAIL,,68817 Leroy Way,,Winston Salem,NC,27150,,
558,990,2014-04-18T23:56:39Z,RES,,390 Karstens Street,,Detroit,MI,48232,,
559,487,2014-08-28T17:39:29Z,RES,,1 Kinsman Park,,Las Vegas,NV,89120,,
560,228,2014-03-07T23:30:44Z,MAIL,,5 Scoville Junction,,Jefferson City,MO,65105,,
561,291,2014-08-01T04:25:04Z,MAIL,,88380 Dixon Place,,Long Beach,CA,90847,,
