AddressRowidObject,       ParentId      ,       AddressLastModifiedTimestamp    ,       AddressTypeCode ,       AddressPreferenceTypeCode       ,       AddressLine1,AddressLine2    ,       City    ,       State   ,       PostalCode,       SoftDeleteIndicator     ,       SoftDeleteTimestamp
2582,243,2014-01-24T09:28:26Z,MAIL,,4997 Troy Avenue,,Pensacola,FL,32520,,
2583,9,2014-07-17T22:32:25Z,RES,,439 Golf View Avenue,,Saint Louis,MO,63180,,
2584,610,2014-12-22T09:48:20Z,RES,,404 Petterle Center,,Lincoln,NE,68510,,
2585,226,2014-11-23T20:10:32Z,MAIL,,67 Pawling Way,,Naples,FL,33963,,
2586,554,2014-10-03T23:46:26Z,MAIL,,73 Hallows Park,,Fort Worth,TX,76192,,
2587,824,2014-07-29T14:30:47Z,RES,,6946 Trailsway Pass,,Lafayette,LA,70505,,
2588,732,2014-08-26T12:00:33Z,RES,,2 Waubesa Parkway,,Cleveland,OH,44105,,
2589,429,2014-02-03T05:28:47Z,RES,,8 Old Gate Parkway,,Phoenix,AZ,85062,,
2590,533,2014-03-16T08:48:06Z,MAIL,,9132 Washington Street,,Asheville,NC,28805,,
2591,728,2014-12-04T21:19:38Z,RES,,73324 Moland Crossing,,Charlotte,NC,28220,,
2592,636,2014-10-25T09:58:32Z,MAIL,,7 Longview Crossing,,Sparks,NV,89436,,
2593,891,2014-06-02T16:56:12Z,RES,,9 East Junction,,Cincinnati,OH,45233,,
2594,916,2015-01-07T14:44:15Z,RES,,0 Hermina Place,,Montgomery,AL,36104,,
2595,242,2014-02-11T17:59:12Z,MAIL,,96 Holmberg Road,,Jacksonville,FL,32259,,
2596,924,2014-04-05T06:02:22Z,RES,,5 Manufacturers Alley,,Memphis,TN,38131,,
2597,379,2014-09-23T12:47:47Z,RES,,65984 Delaware Center,,Mesquite,TX,75185,,
2598,439,2015-01-09T18:11:15Z,MAIL,,7833 Pierstorff Way,,Memphis,TN,38143,,
2599,76,2014-12-18T04:11:23Z,RES,,22564 Londonderry Avenue,,Houston,TX,77025,,
2600,151,2014-09-03T06:03:56Z,RES,,2 Northwestern Place,,Stamford,CT,06905,,
2601,258,2014-07-27T09:48:42Z,MAIL,,6406 Merrick Junction,,Pomona,CA,91797,,
2602,300,2014-09-30T02:45:36Z,MAIL,,6999 Golden Leaf Park,,Meridian,MS,39305,,
2603,891,2014-12-09T19:54:59Z,MAIL,,50094 Sunbrook Trail,,Philadelphia,PA,19178,,
2604,228,2014-04-19T20:33:51Z,MAIL,,5 Forest Dale Court,,Newark,NJ,07195,,
2605,111,2014-11-19T12:56:25Z,MAIL,,10336 1st Court,,Washington,DC,20404,,
2606,881,2014-02-28T09:51:00Z,MAIL,,542 Prairie Rose Point,,Montgomery,AL,36195,,
2607,226,2014-01-26T23:54:02Z,RES,,5 Kedzie Junction,,Charlotte,NC,28220,,
2608,309,2014-07-24T12:12:08Z,RES,,958 Vidon Way,,Birmingham,AL,35263,,
2609,141,2014-09-14T10:44:58Z,MAIL,,3 West Street,,Reston,VA,20195,,
2610,177,2014-08-22T10:01:08Z,MAIL,,278 Arapahoe Avenue,,Washington,DC,20436,,
2611,438,2014-10-30T13:11:06Z,MAIL,,87129 Hallows Way,,Winston Salem,NC,27110,,
2612,457,2014-12-03T15:40:50Z,MAIL,,5 Northview Place,,Kansas City,MO,64136,,
2613,67,2014-03-01T13:11:26Z,MAIL,,2 Judy Street,,Pompano Beach,FL,33064,,
2614,259,2014-06-20T22:53:47Z,MAIL,,386 Dexter Point,,Staten Island,NY,10305,,
2615,671,2014-11-15T11:32:09Z,RES,,0 Buell Hill,,Greenville,SC,29605,,
2616,301,2014-06-26T15:12:32Z,MAIL,,2 Arkansas Trail,,Jefferson City,MO,65105,,
2617,96,2014-01-20T16:38:26Z,MAIL,,48 Claremont Hill,,Newark,NJ,07195,,
2618,552,2014-09-01T14:48:08Z,MAIL,,64 Jenna Court,,Abilene,TX,79605,,
2619,989,2014-07-03T20:58:58Z,MAIL,,19 Butternut Trail,,Austin,TX,78759,,
2620,833,2014-01-31T03:05:15Z,MAIL,,7677 Dwight Circle,,Van Nuys,CA,91411,,
2621,233,2014-09-20T18:55:15Z,MAIL,,152 Kingsford Terrace,,New York City,NY,10014,,
2622,380,2014-02-04T06:11:25Z,RES,,368 Maple Wood Center,,Memphis,TN,38109,,
2623,914,2014-08-27T07:56:20Z,MAIL,,36 Blue Bill Park Street,,Springfield,MA,01129,,
2624,267,2014-09-12T16:17:04Z,MAIL,,8612 Nelson Crossing,,Fort Wayne,IN,46852,,
2625,361,2014-11-20T22:12:02Z,RES,,9089 Comanche Point,,Albuquerque,NM,87105,,
2626,140,2014-07-17T10:30:58Z,RES,,9662 Hollow Ridge Hill,,Sandy,UT,84093,,
2627,908,2014-04-24T18:55:59Z,RES,,1 Daystar Plaza,,Denver,CO,80270,,
2628,138,2014-03-27T00:13:42Z,MAIL,,073 Brickson Park Drive,,Sparks,NV,89436,,
2629,107,2014-07-21T04:12:20Z,RES,,03246 Corben Plaza,,Bronx,NY,10469,,
2630,786,2014-01-30T22:25:27Z,RES,,3413 Sunbrook Place,,Cedar Rapids,IA,52410,,
2631,931,2014-11-24T12:13:06Z,RES,,0 Chive Road,,Houston,TX,77281,,
2632,198,2014-05-25T12:20:53Z,MAIL,,18 Paget Trail,,Richmond,VA,23208,,
2633,341,2014-03-27T03:14:46Z,MAIL,,3 Cottonwood Court,,San Diego,CA,92165,,
2634,631,2014-10-01T07:01:23Z,MAIL,,9 Milwaukee Circle,,Tucson,AZ,85705,,
2635,653,2014-06-22T14:24:41Z,MAIL,,6 Buena Vista Circle,,Los Angeles,CA,90050,,
2636,504,2014-04-27T20:37:18Z,RES,,1 Marquette Plaza,,Minneapolis,MN,55412,,
2637,482,2014-03-29T12:08:02Z,RES,,859 Forest Dale Road,,Louisville,KY,40266,,
2638,8,2014-01-15T19:31:19Z,MAIL,,40 Mcguire Terrace,,Indianapolis,IN,46216,,
2639,681,2014-09-27T04:35:59Z,MAIL,,5 Dawn Terrace,,San Jose,CA,95113,,
2640,739,2014-09-08T10:20:33Z,MAIL,,45786 Coolidge Place,,Lees Summit,MO,64082,,
2641,175,2015-01-06T21:14:33Z,MAIL,,46 Golf View Drive,,Milwaukee,WI,53263,,
2642,256,2014-01-30T02:25:22Z,RES,,69674 Lillian Terrace,,Denver,CO,80235,,
2643,986,2014-10-05T15:43:12Z,MAIL,,9560 Holy Cross Alley,,Saginaw,MI,48604,,
2644,706,2014-04-09T20:41:11Z,MAIL,,56425 Mitchell Place,,Allentown,PA,18105,,
2645,351,2014-09-21T02:04:39Z,MAIL,,627 8th Park,,Indianapolis,IN,46295,,
2646,619,2014-01-29T16:59:57Z,MAIL,,821 Rockefeller Trail,,El Paso,TX,79945,,
2647,53,2014-06-24T03:33:13Z,RES,,130 Vidon Terrace,,Jacksonville,FL,32230,,
2648,599,2014-11-21T17:19:48Z,RES,,6 Packers Place,,Houston,TX,77288,,
2649,316,2014-08-29T05:47:39Z,RES,,7 Lillian Drive,,Memphis,TN,38197,,
2650,677,2014-03-18T03:06:18Z,RES,,153 Elmside Road,,Boca Raton,FL,33432,,
2651,364,2014-02-04T05:45:40Z,RES,,6347 Maryland Alley,,Pensacola,FL,32505,,
2652,362,2014-05-08T00:43:25Z,MAIL,,7 Scott Lane,,Las Vegas,NV,89166,,
2653,683,2014-02-22T07:04:29Z,MAIL,,49478 Sachtjen Way,,Cleveland,OH,44177,,
2654,591,2014-12-26T17:52:29Z,MAIL,,73 Schurz Junction,,San Jose,CA,95123,,
2655,124,2014-06-15T10:46:35Z,RES,,58 Sullivan Road,,Philadelphia,PA,19120,,
2656,513,2014-08-19T23:30:26Z,MAIL,,29 Vera Terrace,,Las Vegas,NV,89135,,
2657,548,2014-05-27T00:36:49Z,RES,,458 2nd Street,,Brooklyn,NY,11205,,
2658,811,2014-12-26T14:57:58Z,RES,,1084 Katie Park,,Denver,CO,80279,,
2659,944,2014-04-25T16:29:49Z,RES,,382 Huxley Point,,Brooklyn,NY,11210,,
2660,5,2014-12-30T23:28:03Z,MAIL,,5677 Hallows Park,,San Jose,CA,95133,,
2661,20,2014-10-20T14:15:41Z,MAIL,,0285 Maryland Pass,,Baton Rouge,LA,70836,,
2662,623,2015-01-10T03:15:03Z,RES,,53193 3rd Alley,,Philadelphia,PA,19178,,
2663,413,2015-01-09T13:10:59Z,MAIL,,1 Oxford Terrace,,Cumming,GA,30130,,
2664,287,2014-04-13T16:54:48Z,RES,,3 North Junction,,Cincinnati,OH,45213,,
2665,425,2014-08-15T12:28:33Z,MAIL,,2 Algoma Trail,,Newport Beach,CA,92662,,
2666,316,2014-11-20T04:08:58Z,MAIL,,84933 Drewry Pass,,Indianapolis,IN,46231,,
2667,674,2014-05-21T02:32:20Z,MAIL,,19947 Maple Wood Street,,San Francisco,CA,94121,,
2668,415,2014-11-18T23:20:26Z,RES,,679 Redwing Trail,,Joliet,IL,60435,,
2669,134,2014-12-12T12:38:47Z,MAIL,,4079 Melby Street,,Albuquerque,NM,87105,,
2670,869,2014-10-22T07:48:32Z,MAIL,,3 Hagan Road,,Springfield,MA,01152,,
2671,547,2014-08-25T13:39:25Z,RES,,640 Lakeland Drive,,Chicago,IL,60604,,
2672,733,2014-02-10T18:22:54Z,RES,,28438 Green Alley,,Washington,DC,20046,,
2673,456,2014-11-14T21:29:48Z,RES,,6 Elmside Road,,Asheville,NC,28815,,
2674,607,2014-02-12T15:12:53Z,MAIL,,6616 Lukken Plaza,,Memphis,TN,38131,,
2675,138,2015-01-05T01:55:15Z,MAIL,,41776 Pierstorff Court,,San Diego,CA,92170,,
2676,197,2014-06-06T19:17:22Z,MAIL,,14292 Mifflin Point,,Buffalo,NY,14276,,
2677,820,2015-01-11T11:51:30Z,MAIL,,42162 Lake View Plaza,,Fresno,CA,93726,,
2678,205,2014-12-28T21:36:37Z,MAIL,,78 Oxford Pass,,Jamaica,NY,11431,,
2679,66,2014-12-04T02:21:46Z,RES,,7213 Warrior Point,,Levittown,PA,19058,,
2680,155,2014-11-22T01:13:48Z,RES,,0 6th Trail,,Loretto,MN,55598,,
2681,629,2014-11-13T13:11:12Z,RES,,229 Grasskamp Trail,,Cincinnati,OH,45271,,
2682,14,2015-01-07T09:52:35Z,RES,,913 Northland Point,,Pensacola,FL,32590,,
2683,688,2014-07-11T04:27:27Z,MAIL,,85 Oxford Way,,Seattle,WA,98115,,
2684,555,2014-01-23T07:13:14Z,RES,,80 Dahle Drive,,Cincinnati,OH,45254,,
2685,379,2014-06-07T09:43:01Z,MAIL,,02 Clove Terrace,,Scottsdale,AZ,85271,,
2686,61,2014-10-30T05:29:50Z,RES,,360 Grim Hill,,Corona,CA,92878,,
2687,577,2014-06-24T21:17:01Z,RES,,51374 Corscot Crossing,,Edmond,OK,73034,,
2688,248,2014-06-30T23:39:21Z,RES,,11519 Saint Paul Center,,San Jose,CA,95194,,
2689,15,2014-07-18T21:12:28Z,MAIL,,1937 Trailsway Street,,Boca Raton,FL,33487,,
2690,654,2014-05-13T08:06:11Z,RES,,97 Fairview Avenue,,San Antonio,TX,78215,,
2691,390,2014-06-27T04:24:00Z,MAIL,,204 Hansons Road,,Cincinnati,OH,45208,,
2692,304,2014-02-12T00:19:09Z,RES,,597 Anniversary Plaza,,Akron,OH,44321,,
2693,757,2014-04-06T21:50:18Z,MAIL,,091 Reindahl Court,,Alexandria,LA,71307,,
2694,439,2015-01-13T12:45:25Z,RES,,68 Glacier Hill Junction,,Kalamazoo,MI,49048,,
2695,284,2014-07-06T21:10:45Z,RES,,473 Victoria Circle,,Huntington,WV,25721,,
2696,220,2014-08-02T00:15:49Z,MAIL,,11 Talmadge Trail,,Carol Stream,IL,60158,,
2697,416,2014-10-21T10:05:16Z,MAIL,,52731 Havey Hill,,West Hartford,CT,06127,,
2698,445,2014-02-25T03:50:39Z,MAIL,,70 Shopko Pass,,Raleigh,NC,27615,,
2699,742,2014-10-02T19:02:36Z,RES,,2 Towne Pass,,Van Nuys,CA,91411,,
2700,763,2014-03-30T14:30:14Z,RES,,798 West Lane,,Young America,MN,55557,,
2701,513,2014-11-12T05:07:03Z,RES,,0791 Anthes Drive,,Lake Charles,LA,70616,,
2702,843,2014-07-16T09:03:33Z,MAIL,,99447 Havey Place,,Birmingham,AL,35244,,
2703,188,2014-12-08T13:47:15Z,MAIL,,7119 Independence Circle,,Houston,TX,77266,,
2704,98,2014-12-02T00:37:12Z,RES,,4 Hauk Pass,,San Francisco,CA,94142,,
2705,469,2014-04-19T06:29:15Z,RES,,920 Pankratz Way,,Kansas City,KS,66160,,
2706,145,2014-07-29T16:32:08Z,RES,,23044 Everett Circle,,Fresno,CA,93750,,
2707,690,2014-09-03T17:58:08Z,RES,,438 Dayton Terrace,,Portland,OR,97211,,
2708,379,2014-07-10T11:59:29Z,RES,,58 Lien Center,,South Bend,IN,46620,,
2709,495,2014-07-10T01:49:44Z,MAIL,,19991 Grover Circle,,Trenton,NJ,08608,,
2710,579,2014-09-26T11:28:51Z,MAIL,,88815 Armistice Way,,Naperville,IL,60567,,
2711,748,2014-11-28T04:02:06Z,MAIL,,4666 Ramsey Street,,Terre Haute,IN,47812,,
2712,869,2014-08-14T00:09:42Z,MAIL,,41 Artisan Street,,Pensacola,FL,32520,,
2713,459,2014-02-15T00:09:30Z,RES,,06076 Sage Court,,Chicago,IL,60630,,
2714,421,2014-06-30T07:23:50Z,MAIL,,603 Union Park,,Valley Forge,PA,19495,,
2715,91,2014-02-09T00:10:14Z,MAIL,,1 American Ash Plaza,,Atlanta,GA,31132,,
2716,69,2014-07-12T03:29:06Z,RES,,99 Linden Plaza,,Philadelphia,PA,19093,,
2717,714,2014-11-27T02:43:04Z,MAIL,,88785 Stephen Road,,Arlington,TX,76096,,
2718,413,2014-01-30T15:29:22Z,MAIL,,19682 Forest Run Center,,Indianapolis,IN,46266,,
2719,648,2014-03-08T08:33:05Z,RES,,8136 Brentwood Avenue,,Baltimore,MD,21281,,
2720,77,2014-09-07T03:59:18Z,MAIL,,43163 Orin Circle,,Memphis,TN,38104,,
2721,540,2014-02-18T10:45:32Z,RES,,34898 Cordelia Center,,Shreveport,LA,71130,,
2722,506,2014-01-17T20:20:18Z,MAIL,,547 Towne Junction,,Utica,NY,13505,,
2723,442,2014-01-22T19:11:07Z,RES,,0 Bayside Alley,,Cleveland,OH,44197,,
2724,262,2014-09-14T16:42:53Z,RES,,0 Cascade Street,,Houston,TX,77020,,
2725,252,2014-05-24T08:19:31Z,MAIL,,834 Cordelia Junction,,Scottsdale,AZ,85255,,
2726,311,2014-06-16T12:22:04Z,MAIL,,8957 Hoard Alley,,Detroit,MI,48206,,
2727,720,2014-04-01T04:53:27Z,MAIL,,1 Killdeer Trail,,Rochester,NY,14639,,
2728,124,2014-12-21T17:39:59Z,MAIL,,27252 Barby Street,,Brooklyn,NY,11241,,
2729,431,2014-09-12T12:47:22Z,MAIL,,36 West Center,,Washington,DC,20238,,
2730,587,2014-02-24T10:14:56Z,RES,,29 Randy Circle,,Falls Church,VA,22047,,
2731,300,2015-01-09T08:49:33Z,MAIL,,38 Algoma Avenue,,Houston,TX,77045,,
2732,613,2014-03-07T15:05:54Z,MAIL,,72314 Maywood Junction,,Pensacola,FL,32526,,
2733,885,2014-11-07T23:40:30Z,MAIL,,8524 Fairview Terrace,,Houston,TX,77045,,
2734,68,2014-07-19T02:01:54Z,MAIL,,373 Anniversary Hill,,Long Beach,CA,90847,,
2735,613,2014-10-30T18:25:16Z,RES,,61 Sugar Avenue,,Fresno,CA,93740,,
2736,203,2014-03-13T16:28:41Z,MAIL,,51 Michigan Hill,,Kansas City,MO,64193,,
2737,149,2014-10-22T17:41:33Z,MAIL,,2 Sullivan Place,,Sarasota,FL,34233,,
2738,581,2014-05-28T22:23:37Z,MAIL,,25892 Dawn Pass,,Littleton,CO,80126,,
2739,892,2014-06-13T11:34:57Z,RES,,73 Sutteridge Circle,,Arvada,CO,80005,,
2740,109,2014-05-07T13:10:21Z,RES,,456 Schlimgen Junction,,San Antonio,TX,78278,,
2741,431,2014-08-30T01:25:56Z,RES,,316 Oriole Junction,,Wichita,KS,67220,,
2742,153,2014-10-05T15:07:25Z,RES,,030 Fairview Circle,,Charlottesville,VA,22903,,
2743,601,2014-05-20T20:13:13Z,MAIL,,4660 Upham Hill,,Dallas,TX,75246,,
2744,210,2014-02-05T00:33:58Z,MAIL,,10361 Porter Hill,,Largo,FL,33777,,
2745,110,2014-03-30T16:26:32Z,MAIL,,0497 Ruskin Place,,Dearborn,MI,48126,,
2746,589,2014-12-18T22:33:31Z,MAIL,,2509 Eliot Way,,West Palm Beach,FL,33421,,
2747,154,2014-05-05T09:34:50Z,MAIL,,94647 Butternut Road,,Atlanta,GA,30301,,
2748,213,2014-12-21T11:24:40Z,RES,,02 Mcbride Lane,,Amarillo,TX,79171,,
2749,206,2014-05-26T06:36:16Z,MAIL,,0 Graceland Terrace,,Pensacola,FL,32526,,
2750,367,2014-04-14T01:16:35Z,MAIL,,1807 Blue Bill Park Circle,,Shawnee Mission,KS,66210,,
2751,190,2014-12-10T07:05:04Z,MAIL,,70 Autumn Leaf Circle,,Rochester,NY,14604,,
2752,761,2014-12-02T23:53:11Z,MAIL,,8 Caliangt Avenue,,Seattle,WA,98148,,
2753,976,2014-04-21T15:49:17Z,MAIL,,00 Canary Point,,Maple Plain,MN,55572,,
2754,343,2014-03-24T11:51:42Z,RES,,8 Swallow Place,,Amarillo,TX,79105,,
2755,64,2014-08-03T06:36:46Z,RES,,06 Esker Junction,,Van Nuys,CA,91499,,
2756,884,2014-10-06T10:24:55Z,MAIL,,4 Becker Avenue,,Rochester,NY,14604,,
2757,616,2014-05-24T04:39:52Z,RES,,623 Caliangt Alley,,Nashville,TN,37250,,
2758,552,2014-02-18T14:56:25Z,RES,,0 Golf Course Circle,,Spring,TX,77388,,
2759,49,2014-04-28T23:03:10Z,RES,,71828 Sugar Junction,,Sacramento,CA,95838,,
2760,243,2014-04-07T20:37:08Z,MAIL,,37 Bay Place,,Washington,DC,20299,,
2761,864,2014-12-22T04:24:15Z,RES,,37220 Beilfuss Court,,Ocala,FL,34479,,
2762,624,2014-11-19T17:37:57Z,RES,,8 Tomscot Parkway,,Huntsville,AL,35895,,
2763,798,2014-02-10T11:52:54Z,RES,,272 Thackeray Parkway,,Dayton,OH,45403,,
2764,439,2014-02-02T01:37:38Z,RES,,32 Mariners Cove Terrace,,Oakland,CA,94627,,
2765,145,2014-09-09T04:33:51Z,RES,,8279 Glacier Hill Plaza,,Birmingham,AL,35225,,
2766,782,2014-07-07T06:34:25Z,RES,,159 Algoma Pass,,Lexington,KY,40515,,
2767,343,2014-08-26T17:01:52Z,RES,,7 Tony Hill,,Los Angeles,CA,90060,,
2768,349,2014-12-07T12:56:17Z,RES,,63 South Place,,Wichita Falls,TX,76310,,
2769,823,2014-05-21T21:02:19Z,MAIL,,53 Arizona Trail,,Fort Lauderdale,FL,33355,,
2770,281,2014-07-07T14:14:01Z,RES,,2371 Pankratz Pass,,Huntington,WV,25711,,
2771,705,2014-11-21T14:52:30Z,MAIL,,91 Briar Crest Hill,,Jacksonville,FL,32209,,
2772,124,2014-07-10T10:21:15Z,RES,,51359 Acker Avenue,,Kingsport,TN,37665,,
2773,838,2014-04-07T21:51:13Z,RES,,2 South Road,,Ocala,FL,34479,,
2774,313,2014-04-20T23:15:47Z,RES,,3 New Castle Parkway,,Brea,CA,92822,,
2775,725,2015-01-12T05:53:50Z,RES,,9 Eastlawn Plaza,,Alpharetta,GA,30022,,
2776,323,2014-07-11T01:07:29Z,MAIL,,74 Farragut Drive,,Las Vegas,NV,89115,,
2777,777,2014-05-26T23:59:52Z,RES,,8 Dapin Terrace,,Des Moines,IA,50362,,
2778,233,2014-08-27T14:37:45Z,MAIL,,2172 Longview Trail,,Mobile,AL,36610,,
2779,867,2014-08-25T09:39:10Z,RES,,2213 Dixon Trail,,Honolulu,HI,96850,,
2780,265,2014-06-25T02:39:24Z,MAIL,,6277 Mayfield Junction,,San Antonio,TX,78215,,
2781,85,2014-03-29T15:25:15Z,RES,,139 Portage Center,,Edmond,OK,73034,,
2782,46,2014-04-20T14:57:13Z,RES,,25 Ronald Regan Plaza,,Honolulu,HI,96825,,
2783,352,2014-10-24T09:30:56Z,RES,,24044 Spenser Crossing,,Indianapolis,IN,46266,,
2784,318,2014-05-27T11:03:26Z,RES,,038 Pawling Pass,,Los Angeles,CA,90094,,
2785,305,2014-06-29T11:06:10Z,MAIL,,86 Merchant Center,,Hartford,CT,06145,,
2786,660,2014-01-15T07:54:12Z,MAIL,,357 Shasta Way,,Irvine,CA,92717,,
2787,262,2014-10-05T11:42:46Z,RES,,879 Iowa Drive,,San Antonio,TX,78260,,
2788,682,2014-08-12T05:38:50Z,RES,,45 Debs Place,,Honolulu,HI,96815,,
2789,661,2014-08-26T21:45:18Z,RES,,9 Maywood Circle,,North Port,FL,34290,,
2790,357,2014-10-19T19:17:06Z,MAIL,,41 Commercial Plaza,,Phoenix,AZ,85099,,
2791,515,2014-03-11T00:24:24Z,RES,,71 Petterle Court,,Atlanta,GA,30316,,
2792,966,2014-12-24T15:46:12Z,MAIL,,4 Oak Valley Junction,,Houston,TX,77020,,
2793,678,2014-09-06T23:56:25Z,MAIL,,524 Mariners Cove Crossing,,Honolulu,HI,96810,,
2794,466,2014-08-08T18:12:22Z,RES,,083 Maryland Circle,,Milwaukee,WI,53263,,
2795,551,2014-03-10T12:07:45Z,RES,,42586 Evergreen Drive,,Lansing,MI,48930,,
2796,397,2014-12-13T04:22:51Z,RES,,15528 Coolidge Alley,,Cleveland,OH,44185,,
2797,269,2014-05-30T20:58:25Z,RES,,0 Badeau Place,,Washington,DC,20470,,
2798,419,2014-10-30T13:37:47Z,RES,,19332 Vidon Street,,Des Moines,IA,50315,,
2799,459,2014-06-02T11:27:52Z,MAIL,,22 Burrows Lane,,New Orleans,LA,70174,,
2800,788,2014-02-25T20:21:56Z,RES,,7 Del Mar Road,,Fresno,CA,93762,,
2801,520,2014-05-25T05:12:10Z,MAIL,,121 Basil Center,,Kansas City,MO,64179,,
2802,931,2014-06-02T21:34:16Z,RES,,82 Sunbrook Center,,Chattanooga,TN,37410,,
2803,282,2014-10-27T20:45:08Z,RES,,7111 Eggendart Terrace,,Pittsburgh,PA,15261,,
2804,844,2014-12-13T08:12:46Z,RES,,9628 Vera Avenue,,Wilmington,DE,19810,,
2805,588,2014-06-09T18:10:05Z,RES,,3 Victoria Junction,,Stockton,CA,95205,,
2806,380,2014-11-08T07:17:25Z,MAIL,,76718 Reindahl Place,,Orlando,FL,32819,,
2807,645,2014-11-26T20:02:19Z,MAIL,,9 Morning Terrace,,Los Angeles,CA,90055,,
2808,469,2014-05-27T00:01:36Z,RES,,082 Fair Oaks Place,,Charleston,WV,25326,,
2809,214,2014-12-27T03:04:11Z,RES,,226 5th Trail,,Savannah,GA,31422,,
2810,888,2014-01-26T09:51:11Z,MAIL,,66146 Bobwhite Alley,,Carson City,NV,89706,,
2811,964,2014-10-16T15:49:11Z,RES,,129 Melvin Center,,Hampton,VA,23668,,
2812,608,2014-12-21T08:54:12Z,RES,,7 Blaine Plaza,,Salt Lake City,UT,84125,,
2813,205,2014-05-25T03:45:15Z,MAIL,,271 Evergreen Crossing,,Des Moines,IA,50362,,
2814,674,2014-11-11T07:06:50Z,RES,,17762 Sunnyside Center,,Johnson City,TN,37605,,
2815,146,2014-10-07T17:19:30Z,RES,,7304 Cambridge Trail,,San Antonio,TX,78291,,
2816,226,2014-06-03T18:45:50Z,MAIL,,93 Memorial Street,,Inglewood,CA,90310,,
2817,737,2014-09-24T14:21:48Z,RES,,05664 Old Shore Point,,San Francisco,CA,94142,,
2818,151,2014-10-18T12:14:58Z,RES,,65213 Maywood Pass,,Boston,MA,02203,,
2819,217,2014-10-27T13:50:07Z,RES,,4014 Eliot Point,,Shawnee Mission,KS,66276,,
2820,295,2014-11-04T12:04:57Z,MAIL,,76 Hintze Park,,Irvine,CA,92619,,
2821,963,2014-08-04T02:52:30Z,RES,,72 Pleasure Crossing,,Charlotte,NC,28247,,
2822,36,2014-08-14T01:18:41Z,MAIL,,88 Dunning Junction,,Largo,FL,33777,,
2823,943,2014-02-04T04:50:36Z,MAIL,,65 Dwight Pass,,New York City,NY,10060,,
2824,648,2014-08-20T13:48:10Z,MAIL,,789 Claremont Way,,Newton,MA,02458,,
2825,24,2014-12-07T20:42:20Z,MAIL,,4177 Del Sol Avenue,,Philadelphia,PA,19141,,
2826,333,2015-01-01T15:10:44Z,RES,,764 Daystar Lane,,Tampa,FL,33620,,
2827,185,2014-06-25T07:16:33Z,MAIL,,83369 Stoughton Alley,,Apache Junction,AZ,85219,,
2828,277,2014-02-03T03:55:28Z,MAIL,,6434 Cardinal Parkway,,Falls Church,VA,22047,,
2829,361,2014-03-22T23:56:07Z,MAIL,,231 Kings Place,,Saint Cloud,MN,56398,,
2830,851,2015-01-09T05:09:58Z,MAIL,,11 Northport Alley,,Montgomery,AL,36134,,
2831,41,2014-02-16T11:37:06Z,MAIL,,9635 Buena Vista Center,,Sacramento,CA,94250,,
2832,284,2014-05-07T21:18:29Z,MAIL,,550 Bartelt Circle,,Seattle,WA,98158,,
2833,863,2014-11-14T03:49:33Z,RES,,54208 Knutson Park,,Sacramento,CA,95833,,
2834,517,2014-04-22T10:33:59Z,RES,,43 Darwin Court,,Miami,FL,33153,,
2835,39,2014-03-26T17:07:27Z,RES,,491 Bashford Terrace,,Huntsville,TX,77343,,
2836,677,2014-11-07T04:18:50Z,RES,,491 Troy Parkway,,Montgomery,AL,36109,,
2837,568,2015-01-01T19:29:16Z,RES,,5 Memorial Avenue,,Phoenix,AZ,85062,,
2838,371,2014-05-03T19:34:22Z,RES,,04 Laurel Center,,Peoria,IL,61656,,
2839,980,2014-09-26T20:08:13Z,RES,,51975 Kings Road,,Glendale,AZ,85305,,
2840,842,2014-09-28T11:58:28Z,RES,,549 Waxwing Trail,,Chattanooga,TN,37450,,
2841,957,2014-01-28T20:42:41Z,MAIL,,0056 Bunting Avenue,,Fort Lauderdale,FL,33315,,
2842,333,2014-03-10T04:12:58Z,MAIL,,2 Arrowood Alley,,Salem,OR,97306,,
2843,607,2014-03-07T01:12:34Z,MAIL,,08577 Everett Center,,Seattle,WA,98175,,
2844,687,2014-08-06T01:31:22Z,MAIL,,91200 Corscot Lane,,Sarasota,FL,34276,,
2845,110,2014-08-01T04:51:36Z,RES,,225 Reinke Drive,,Kissimmee,FL,34745,,
2846,503,2014-12-06T18:10:19Z,RES,,233 Erie Hill,,Portland,ME,04109,,
2847,330,2014-07-19T19:52:35Z,RES,,37150 Loeprich Lane,,Bronx,NY,10459,,
2848,631,2014-10-19T23:59:32Z,RES,,5587 Hoffman Hill,,Baltimore,MD,21229,,
2849,557,2014-11-05T21:15:49Z,MAIL,,7691 Sommers Street,,Amarillo,TX,79159,,
2850,906,2014-09-16T13:12:01Z,MAIL,,38331 Twin Pines Junction,,Minneapolis,MN,55423,,
2851,608,2014-07-26T23:22:50Z,RES,,18852 Grayhawk Way,,Louisville,KY,40293,,
2852,460,2014-07-02T09:11:55Z,MAIL,,84024 Memorial Way,,Pensacola,FL,32520,,
2853,10,2014-10-22T13:34:25Z,MAIL,,7 Lerdahl Parkway,,Dallas,TX,75379,,
2854,496,2014-05-06T03:30:03Z,RES,,5327 Westport Park,,Oakland,CA,94627,,
2855,302,2014-07-30T05:41:04Z,MAIL,,0 Prairie Rose Alley,,Saint Paul,MN,55172,,
2856,633,2014-05-08T03:46:32Z,RES,,35481 Golden Leaf Street,,Miami,FL,33129,,
